29.366;0.004080526021167295;0.0182120898176489;-0.03068565012304755;-7.628941011434113e-06;4.672844406612744e-06;-0.09449534313354813;0.9955253035689434
29.366;0.004080526021167295;0.0182120898176489;-0.03068565012304755;-7.628941011434113e-06;4.672844406612744e-06;-0.09449534313354813;0.9955253035689434
29.366;0.004080526021167295;0.0182120898176489;-0.03068565012304755;-7.628941011434113e-06;4.672844406612744e-06;-0.09449534313354813;0.9955253035689434
29.366;0.004149225650747976;0.01842068320495809;-0.03068565010592897;-7.623699362688251e-06;4.681503069235887e-06;-0.09560453943525857;0.9954193950086239
29.695;0.004163021824185164;0.01846238338166609;-0.03068565010144577;-7.6226471755578426e-06;4.683233024865368e-06;-0.09582635999927712;0.9953980654237035
29.78;0.004183751224745243;0.01852492204677995;-0.03068565009683464;-7.6210742117816e-06;4.685829762313757e-06;-0.09615907911557556;0.9953659786347969
29.875;0.004204522784375287;0.018587446767396244;-0.03068565009087099;-7.619495039153173e-06;4.6884238358625566e-06;-0.09649178412811621;0.9953337809577927
29.97;0.00421839390732996;0.01862912215407503;-0.03068565008785664;-7.618446724629783e-06;4.690155148062153e-06;-0.0967135796184776;0.995312254238509
30.057;0.004239235708832875;0.018691623573271508;-0.03068565008268953;-7.616870095490577e-06;4.692751444081083e-06;-0.09704626105350862;0.9952798717624585
30.148;0.004260119641610065;0.018754110976137155;-0.030685650077693985;-7.615292105445701e-06;4.6953461934688394e-06;-0.09737892829945403;0.9952473784156434
30.244;0.004274065664384798;0.018795761444058662;-0.030685650074171778;-7.614239114810154e-06;4.697074038545166e-06;-0.0976006985649572;0.9952256545927629
30.339;0.004295019792298911;0.018858225425432057;-0.030685650068418502;-7.612656242312458e-06;4.699665241624116e-06;-0.09793334209147948;0.9951929764757959
30.427;0.004309012602226133;0.018899860254160662;-0.0306856500655028;-7.6116054523982715e-06;4.7013979131658405e-06;-0.09815509651386518;0.9951711294789023
30.482;0.004316016023423122;0.01892067531783285;-0.030685650064049493;-7.611079595321852e-06;4.702261033547303e-06;-0.09826597134327265;0.9951601875054705
