23.208;18.0
23.303;18.0
23.394;18.1
23.492;18.2
23.586;18.2
23.678;18.4
23.772;18.5
23.868;18.6
23.947;18.7
24.027;19.0
24.094;19.2
24.184;19.2
24.281;19.2
24.371;19.2
24.463;19.2
24.553;19.3
24.643;19.3
24.719;19.4
24.81;19.4
24.902;19.4
24.991;19.4
25.074;19.5
25.165;19.5
25.26;19.4
25.351;19.5
25.44;19.5
25.535;19.4
25.629;19.5
25.721;19.5
25.812;19.6
25.905;19.6
25.997;19.6
26.088;19.6
26.183;19.5
26.275;19.6
26.369;19.5
26.369;19.5
26.461;19.5
26.642;19.5
26.735;19.6
26.829;19.5
26.921;19.4
27.012;19.4
27.106;19.4
27.201;19.5
27.297;19.5
27.389;19.5
27.481;19.5
27.575;19.5
27.669;19.5
27.764;19.4
27.858;19.4
27.949;19.4
28.045;19.3
28.135;19.3
28.227;19.4
28.32;19.4
28.411;19.5
28.502;19.5
28.595;19.5
28.686;19.6
28.777;19.6
28.871;19.6
28.963;19.6
29.056;19.5
29.15;19.5
29.241;19.5
29.336;19.5
29.426;19.5
29.519;19.4
29.612;19.4
29.703;19.5
29.795;19.4
29.795;19.5
29.888;19.5
29.984;19.5
30.074;19.5
30.166;19.5
30.261;19.6
30.353;19.6
30.446;19.6
30.539;19.6
30.632;19.6
30.724;19.5
30.812;19.5
30.907;19.5
30.907;19.5
31.095;19.5
31.187;19.5
31.281;19.5
31.375;19.5
31.468;19.5
31.562;19.5
31.655;19.4
31.746;19.5
31.838;19.5
31.935;19.5
32.029;19.5
32.12;19.6
32.215;19.6
32.307;19.6
32.402;19.6
32.494;19.6
32.585;19.5
32.675;19.5
32.768;19.5
32.862;19.5
32.955;19.5
33.049;19.4
33.144;19.5
33.236;19.5
33.329;19.4
33.422;19.5
33.512;19.4
33.604;19.4
33.696;19.4
33.791;19.4
33.883;19.4
33.977;19.4
34.07;19.3
34.163;19.3
34.256;19.3
34.35;19.3
34.444;19.3
34.539;19.3
34.63;19.3
34.721;19.3
34.815;19.3
34.906;19.3
34.996;19.3
35.089;19.3
35.184;19.4
35.276;19.5
35.369;19.5
35.458;19.5
35.552;19.5
35.552;19.5
35.732;19.5
35.824;19.5
35.914;19.5
36.007;19.5
36.103;19.6
36.196;19.6
36.284;19.6
36.379;19.5
36.472;19.4
36.565;19.4
36.658;19.4
36.754;19.4
36.848;19.4
36.941;19.4
37.032;19.5
37.127;19.6
37.22;19.5
37.313;19.6
37.406;19.6
37.5;19.7
37.594;19.6
37.686;19.5
37.778;19.5
37.874;19.6
37.964;19.6
38.057;19.6
38.149;19.6
38.242;19.5
38.332;19.6
38.426;19.6
38.518;19.6
38.612;19.6
38.705;19.6
38.795;19.6
38.887;19.6
38.979;19.6
39.071;19.6
39.165;19.6
39.255;19.6
39.349;19.6
39.442;19.6
39.538;19.6
39.629;19.6
39.723;19.6
39.815;19.7
39.908;19.7
40.002;19.7
40.093;19.7
40.186;19.7
40.27;19.8
40.36;19.8
40.445;19.8
40.53;19.8
40.615;19.7
40.692;19.7
40.774;19.7
40.774;19.6
40.941;19.6
41.031;19.6
41.112;19.7
41.175;19.7
41.243;19.7
41.325;19.8
41.41;19.8
41.481;19.8
41.57;19.8
41.662;19.7
41.662;19.6
41.837;19.6
41.92;19.6
42.005;19.6
42.098;19.7
42.176;19.7
42.264;19.7
42.347;19.6
42.433;19.6
42.521;19.6
42.611;19.6
42.688;19.6
42.779;19.6
42.779;19.5
42.864;19.5
42.943;19.5
43.03;19.5
43.115;19.5
43.205;19.5
43.283;19.5
43.368;19.5
43.457;19.6
43.547;19.6
43.627;19.6
43.704;19.7
43.793;19.7
43.89;19.6
43.969;19.6
44.047;19.6
44.139;19.5
44.226;19.4
44.303;19.5
44.399;19.5
44.399;19.6
44.482;19.6
44.647;19.6
44.738;19.6
44.817;19.7
44.898;19.7
44.983;19.6
45.068;19.6
45.153;19.6
45.25;19.6
45.333;19.6
45.419;19.7
45.494;19.7
45.574;19.7
45.667;19.7
45.751;19.9
45.84;19.8
45.924;19.8
46.0;19.9
46.085;19.9
46.157;19.9
46.259;19.8
46.33;19.8
46.414;19.8
46.503;19.8
46.575;19.7
46.663;19.8
46.741;19.9
46.824;19.9
46.914;19.9
47.004;19.9
47.091;19.8
47.176;19.8
47.261;19.8
47.351;19.8
47.434;19.8
47.514;19.8
47.6;19.8
47.682;19.8
47.77;19.8
47.856;19.8
47.941;19.9
48.029;19.9
48.101;19.9
48.192;19.9
48.279;19.8
48.365;19.7
48.452;19.7
48.544;19.7
48.628;19.6
48.628;19.8
48.713;19.8
48.793;19.8
48.951;19.8
49.038;19.7
49.13;19.7
49.205;19.7
49.297;19.7
49.378;19.8
49.471;19.7
49.556;19.7
49.641;19.8
49.731;19.8
49.819;19.8
49.911;19.8
49.992;19.7
50.076;19.6
50.167;19.7
50.258;19.7
50.347;19.6
50.426;19.7
50.501;19.7
50.588;19.7
50.669;19.7
50.759;19.7
50.846;19.7
50.934;19.7
51.022;19.7
51.103;19.7
51.181;19.7
51.266;19.7
51.352;19.7
51.442;19.6
51.53;19.7
51.609;19.7
51.69;19.6
51.78;19.6
51.863;19.7
51.948;19.7
52.03;19.7
52.113;19.6
52.201;19.6
52.293;19.7
52.381;19.8
52.472;19.8
52.472;19.8
52.563;19.7
52.635;19.7
52.725;19.6
52.818;19.6
52.818;19.6
52.892;19.6
53.068;19.6
53.143;19.4
53.234;19.5
53.319;19.6
53.411;19.5
53.493;19.5
53.581;19.5
53.665;19.6
53.755;19.6
53.849;19.6
53.934;19.7
54.024;19.6
54.106;19.6
54.182;19.7
54.274;19.6
54.358;19.6
54.443;19.6
54.537;19.7
54.617;19.6
54.711;19.7
54.803;19.7
54.892;19.7
54.98;19.7
55.063;19.7
55.144;19.8
55.228;19.8
55.322;19.8
55.407;19.8
55.491;19.8
55.579;19.8
55.666;19.8
55.752;19.8
55.84;19.8
55.931;19.8
56.023;19.8
56.103;19.7
56.188;19.7
56.283;19.7
56.361;19.7
56.449;19.7
56.541;19.7
56.631;19.7
56.714;19.7
56.803;19.7
56.887;19.7
56.972;19.7
56.972;19.6
57.155;19.7
57.155;19.8
57.246;19.8
57.328;19.8
57.5;19.8
57.591;19.8
57.677;19.9
57.767;19.7
57.854;19.7
57.94;19.8
58.032;19.7
58.123;19.7
58.211;19.7
58.293;19.7
58.379;19.7
58.471;19.8
58.554;19.8
58.646;19.8
58.729;19.8
58.821;19.8
58.905;19.8
58.992;19.7
59.084;19.7
59.163;19.8
59.258;19.8
59.348;19.8
59.435;19.8
59.523;19.7
59.616;19.8
59.705;19.8
59.795;19.7
59.882;19.7
59.972;19.8
60.061;19.8
60.151;19.9
60.243;19.9
60.333;19.8
60.418;19.8
60.5;19.8
60.587;19.8
60.668;19.8
60.757;19.9
60.849;19.9
60.94;19.9
61.031;19.9
61.123;20.0
61.212;19.9
61.306;19.9
61.395;19.9
61.482;19.9
61.575;19.9
61.657;19.8
61.751;19.8
61.847;19.8
61.941;19.8
62.029;19.8
62.119;19.8
62.209;19.8
62.297;19.8
62.39;19.7
62.477;19.7
62.568;19.7
62.656;19.6
62.743;19.7
62.743;19.7
62.833;19.6
62.923;19.6
63.007;19.6
63.103;19.6
63.189;19.6
63.285;19.6
63.377;19.6
63.47;19.6
63.552;19.6
63.648;19.6
63.734;19.6
63.823;19.6
63.906;19.7
63.993;19.6
64.078;19.6
64.16;19.6
64.25;19.6
64.329;19.6
64.43;19.6
64.516;19.6
64.603;19.6
64.687;19.6
64.775;19.6
64.861;19.6
64.861;19.6
65.039;19.7
65.124;19.7
65.214;19.7
65.303;19.7
65.396;19.7
65.481;19.8
65.564;19.8
65.655;19.7
65.745;19.7
65.831;19.8
65.922;19.8
66.009;19.8
66.101;19.8
66.19;19.8
66.282;19.8
66.375;19.8
66.469;19.8
66.56;19.8
66.653;19.8
66.746;19.8
66.842;19.8
66.931;19.9
67.024;19.8
67.118;19.8
67.21;19.8
67.303;19.8
67.394;19.8
67.488;19.8
67.581;19.8
67.675;19.8
67.768;19.8
67.864;19.7
67.955;19.8
68.047;19.8
68.14;19.7
68.233;19.7
68.325;19.7
68.415;19.7
68.507;19.6
68.598;19.6
68.692;19.7
68.783;19.7
68.871;19.7
68.961;19.7
69.055;19.8
69.148;19.8
69.24;19.7
69.332;19.7
69.427;19.7
69.518;19.7
69.612;19.7
69.706;19.7
69.803;19.7
69.898;19.7
69.99;19.7
70.084;19.7
70.179;19.7
70.275;19.7
70.368;19.7
70.462;19.7
70.557;19.7
70.653;19.7
70.75;19.7
70.843;19.7
70.937;19.7
71.032;19.7
71.129;19.7
71.225;19.6
71.319;19.7
71.414;19.7
71.509;19.7
71.605;19.6
71.699;19.6
71.793;19.7
71.888;19.7
71.982;19.7
72.078;19.7
72.171;19.6
72.265;19.6
72.361;19.5
72.455;19.2
72.542;18.9
72.636;18.9
72.731;18.9
72.827;19.0
72.921;19.0
73.015;19.0
73.109;18.9
73.203;18.9
73.297;18.9
73.393;18.9
73.487;19.0
73.58;19.1
73.676;19.1
73.769;19.1
73.864;19.0
73.959;18.9
74.053;18.9
74.149;18.9
74.244;18.9
74.338;18.9
74.432;18.8
74.528;18.8
74.62;18.8
74.715;18.8
74.809;18.8
74.904;18.8
75.0;18.8
75.095;18.8
75.19;18.8
75.281;18.8
75.378;18.9
75.472;18.9
75.566;18.8
75.659;18.8
75.754;18.8
75.849;18.8
75.944;18.8
76.039;18.8
76.134;18.9
