31.444;87.6
31.539;75.3
31.632;81.5
31.725;74.0
31.797;96.2
31.874;92.3
31.961;93.7
32.047;90.0
32.137;92.5
32.225;88.6
32.308;97.5
32.393;92.4
32.483;84.6
32.581;86.4
32.671;91.0
32.764;90.1
32.853;93.6
32.938;93.7
33.026;91.1
33.115;91.3
33.199;87.8
33.286;92.3
33.364;88.5
33.364;93.7
33.533;94.8
33.625;91.3
33.714;89.7
33.802;88.7
33.893;91.3
33.978;88.5
34.067;88.6
34.155;91.1
34.243;93.8
34.337;89.9
34.422;91.0
34.511;81.2
34.599;90.0
34.688;90.1
34.773;91.1
34.86;90.0
34.945;97.5
35.027;86.1
35.119;90.0
35.201;89.9
35.292;87.5
35.377;93.7
35.464;91.1
35.556;93.7
35.637;94.9
35.727;92.5
35.82;86.2
35.82;88.5
35.991;85.0
36.074;91.3
36.074;91.3
36.162;88.6
36.247;92.6
36.335;88.6
36.424;90.0
36.517;92.4
36.604;88.7
36.694;88.6
36.788;93.7
36.862;87.3
36.959;85.9
37.053;91.3
37.132;91.1
37.225;87.5
37.31;89.9
37.401;88.9
37.494;97.4
37.571;91.4
37.655;88.7
37.742;85.9
37.832;91.2
37.913;91.1
38.004;87.3
38.093;92.6
38.181;85.2
38.268;90.9
38.353;91.3
38.435;89.9
38.523;88.6
38.617;93.7
38.708;87.5
38.801;92.5
38.887;92.6
38.977;84.6
39.068;93.8
39.148;90.0
39.24;91.1
39.328;91.5
39.418;87.2
39.511;92.4
39.598;88.6
39.691;90.1
39.77;88.5
39.858;87.5
39.942;93.7
40.037;91.0
40.117;100.0
40.189;93.8
40.274;95.0
40.358;93.6
40.437;93.7
40.522;94.9
40.606;97.5
40.692;96.2
40.772;93.7
40.855;97.5
40.933;98.7
41.007;96.3
41.098;96.2
41.175;95.0
41.272;96.3
41.347;97.5
41.413;96.3
41.493;96.3
41.578;96.3
41.658;94.9
41.746;94.9
41.829;97.5
41.92;96.3
41.998;96.2
42.079;93.7
42.162;95.2
42.234;98.7
42.32;97.5
42.408;96.3
42.491;97.5
42.558;98.7
42.635;100.0
42.712;97.5
42.793;96.3
42.867;93.7
42.954;94.9
43.023;100.0
43.106;96.3
43.19;93.9
43.272;96.1
43.354;95.0
43.433;98.8
43.515;95.0
43.592;94.9
43.689;93.7
43.763;97.5
43.844;98.8
43.928;96.3
44.002;95.0
44.092;94.9
44.175;93.7
44.247;97.4
44.335;93.9
44.42;96.3
44.508;93.6
44.595;93.7
44.677;95.0
44.756;96.2
44.847;96.3
44.932;96.3
44.993;98.7
45.062;98.7
45.157;97.5
45.228;97.5
45.31;94.9
45.384;98.7
45.459;97.5
45.54;98.7
45.622;96.3
45.702;96.2
45.777;98.8
45.777;98.7
45.936;97.5
45.936;94.9
46.018;95.1
46.105;98.7
46.184;96.2
46.275;98.7
46.348;95.0
46.435;97.5
46.519;95.0
46.61;96.2
46.684;96.3
46.767;95.1
46.857;96.2
46.935;97.5
47.014;96.3
47.098;98.7
47.159;96.2
47.25;96.2
47.329;100.0
47.397;95.1
47.485;97.5
47.571;91.3
47.654;95.1
47.74;97.4
47.824;96.3
47.904;98.7
47.983;94.9
48.067;96.2
48.145;95.1
48.235;97.5
48.316;95.0
48.409;97.5
48.486;93.6
48.569;93.8
48.655;96.2
48.741;98.7
48.825;93.8
48.905;94.9
48.988;94.9
49.062;92.6
49.145;95.0
49.233;96.3
49.311;97.4
49.397;93.8
49.474;93.7
49.549;98.8
49.638;98.8
49.714;96.2
49.789;100.0
49.862;98.7
49.943;95.0
50.023;96.3
50.105;92.2
50.185;97.5
50.276;92.5
50.355;94.9
50.423;97.5
50.521;95.1
50.593;94.9
50.686;93.7
50.766;97.5
50.842;98.7
50.93;94.0
51.009;96.3
51.092;94.9
51.169;97.4
51.253;97.5
51.336;96.3
51.409;96.2
51.497;97.5
51.573;92.5
51.656;100.0
51.737;97.5
51.83;92.6
51.914;97.5
51.996;93.7
52.065;98.7
52.157;94.9
52.228;98.8
